Historical_figures,Name,Architectural_style,Era,dz,Longitude,Latitude
云南省,崇圣寺三塔,古建筑,唐、五代,云南省大理白族自治州大理市,100.1462238,25.70865124
云南省,太和城遗址,古遗址,南诏（公元649&mdash;902年）,云南省大理白族自治州大理市,100.1796373,25.61048067
青海省,塔尔寺,古建筑,明,青海省湟中县,101.5657995,36.4896728
四川省,泸定桥,近现代重要史迹及代表性建筑,1935年,四川省甘孜藏族自治州泸定县,102.2307933,29.91460512
甘肃省,万里长城－嘉峪关,古建筑,明,甘肃省酒泉市,102.4490953,38.09671785
甘肃省,重修护国寺感应塔碑（西夏碑）,石窟寺及石刻,西夏（公元1032－1227年）,甘肃省武威县,102.6427081,37.92301408
四川省,宝顶山摩崖造象,石窟寺及石刻,宋,四川省大足县,102.8910363,30.36463633
四川省,高颐墓阙及石刻,古建筑,东汉,四川省雅安县,103.0009827,29.99660239
甘肃省,炳灵寺石窟,石窟寺及石刻,北魏至明,甘肃省临夏回族自治州临夏市,103.1919176,35.5798873
四川省,峨眉山圣寿万年寺铜铁佛像,石窟寺及石刻,宋至明,四川省峨眉县,103.3817311,29.5821083
云南省,爨龙颜碑,石窟寺及石刻,南朝,云南省陆良县,103.6864903,24.92514643
云南省,爨宝子碑,石窟寺及石刻,东晋,云南省曲靖县,103.7987041,25.49250851
云南省,段氏与三十七部会盟碑,石窟寺及石刻,大理（公元937－1094年）,云南省曲靖县,103.8005802,25.49266764
四川省,杜甫草堂,古建筑,清,四川省成都市,104.0250211,30.66436178
四川省,王建墓,古墓葬,五代前蜀,四川省成都市,104.044712,30.67580867
四川省,武侯祠,古建筑,清,四川省成都市,104.0469663,30.64719848
四川省,平阳府君阙,古建筑,东汉,四川省绵阳县,104.6962438,31.50125028
四川省,皇泽寺摩崖造象,石窟寺及石刻,唐,四川省广元县,105.8091806,32.44379942
四川省,广元千佛崖摩崖造象,石窟寺及石刻,唐、宋,四川省广元县,105.8427682,32.47347993
甘肃省,麦积山石窟,石窟寺及石刻,北魏至明,甘肃省天水市,106.0041597,34.35221679
重庆市,八路军重庆办事处旧址,近现代重要史迹及代表性建筑,1938－1946年,四川省重庆市红岩村及曾家岩,106.5109569,29.54121682
四川省,北山摩崖造象,石窟寺及石刻,唐、宋,四川省大足县,106.6689202,31.92947865
贵州省,遵义会议会址,近现代重要史迹及代表性建筑,1935年,贵州省遵义市,106.9167632,27.69180466
四川省,沈府君阙,古建筑,东汉,四川省渠县,107.0033275,31.05587367
陕西省,褒斜道石门及其摩崖石刻,古建筑,汉至宋,陕西省汉中市,107.0345071,33.07709218
四川省,冯焕阙,古建筑,东汉,四川省渠县,107.0431562,31.0308501
陕西省,乾陵,古墓葬,唐,陕西省乾县,108.213073,34.58144243
陕西省,昭陵,古墓葬,唐,陕西省乾县,108.2183712,34.52276643
陕西省,茂陵,古墓葬,西汉,陕西省兴平县,108.5699546,34.33629594
陕西省,霍去病墓,古墓葬,西汉,陕西省兴平县,108.5892461,34.34593992
陕西省,丰镐遗址,古遗址,周,陕西省长安县,108.7641086,34.23376067
陕西省,顺陵,古墓葬,唐,陕西省咸阳市,108.8008505,34.46431356
陕西省,阿房宫遗址,古遗址,秦,陕西省西安市,108.8247205,34.26702565
陕西省,汉长安城遗址,古遗址,西汉,陕西省西安市,108.8862934,34.30943205
陕西省,小雁塔,古建筑,唐,陕西省西安市,108.9373865,34.24088649
陕西省,西安城墙,古建筑,明,陕西省西安市,108.9447895,34.25377195
陕西省,西安碑林,石窟寺及石刻,汉至近代,陕西省西安市,108.9477927,34.2569136
陕西省,大雁塔,古建筑,唐,陕西省西安市,108.9594464,34.21982523
陕西省,大明宫遗址,古遗址,唐,陕西省西安市,108.9672503,34.36845268
陕西省,药王山石刻,石窟寺及石刻,隋至明,陕西省铜川市,108.995406,34.91003501
陕西省,兴教寺塔,古建筑,唐,陕西省长安县,109.0341622,34.09125989
陕西省,半坡遗址,古遗址,新石器时代,陕西省西安市,109.0461019,34.27414573
陕西省,秦始皇陵,古墓葬,秦,陕西省临潼县,109.2597683,34.38649914
陕西省,黄帝陵,古墓葬,,陕西省黄陵县,109.2606901,35.58947562
陕西省,延安革命遗址,近现代重要史迹及代表性建筑,1937－1947年,陕西省延安县,109.4885174,36.59754234
湖南省,溪州铜柱,石窟寺及石刻,五代,湖南省湘西土家族苗族自治州永顺县,109.9476596,28.75069644
山西省,永乐宫,古建筑,元,山西省芮城县,110.6877864,34.71909982
湖北省,武当山金殿,古建筑,元、明,湖北省光化县,111.006492,32.40158891
山西省,侯马晋国遗址,古遗址,东周,山西省侯马市,111.3402618,35.60621374
山西省,丁村遗址,古遗址,旧石器时代,山西省临汾县,111.4200037,35.83764754
河南省,仰韶村遗址,古遗址,新石器时代,河南省渑池县,111.7772096,34.81057534
山西省,广胜寺,古建筑,元、明,山西省洪洞县,111.8063804,36.30119304
山西省,晋祠,古建筑,宋,山西省太原市,112.4455757,37.70449634
湖北省,楚纪南故城,古遗址,东周,湖北省江陵县,112.4614512,30.09793384
河南省,龙门石窟,石窟寺及石刻,北魏至唐,河南省洛阳市,112.4684781,34.5563629
湖南省,韶山冲毛主席旧居,近现代重要史迹及代表性建筑,1893年,湖南省湘潭县韶山冲,112.4881737,27.9115066
河南省,白马寺,古建筑,金至清,河南省洛阳市,112.6003923,34.72325639
河南省,汉魏洛阳故城,古遗址,东汉至北魏,河南省洛阳市,112.6088401,34.71719086
河南省,少室阙,古建筑,东汉,河南省登封县,112.9771766,34.49318156
河南省,嵩岳寺塔,古建筑,北魏,河南省登封县,113.0159293,34.50083044
河南省,启母阙,古建筑,东汉,河南省登封县,113.0419351,34.47359182
河南省,太室阙,古建筑,东汉,河南省登封县,113.0679487,34.4514851
山西省,八路军总司令部旧址,近现代重要史迹及代表性建筑,1938年,山西省武乡县,113.0974169,36.74252174
山西省,南禅寺大殿,古建筑,唐,山西省五台县,113.1140719,38.70121216
山西省,云冈石窟,石窟寺及石刻,北魏,山西省大同市,113.1258177,40.10984518
河南省,观星台,古建筑,元,河南省登封县,113.1405739,34.40219731
山西省,佛宫寺释迦塔（应县木塔）,古建筑,辽,山西省应县,113.1819946,39.56375511
广东省,光孝寺,古建筑,五代至明,广东省广州市,113.2509545,23.13099093
广东省,三元里平英团遗址,近现代重要史迹及代表性建筑,1841年,广东省广州市三元里,113.2582925,23.16326924
广东省,广州公社旧址,近现代重要史迹及代表性建筑,1927年,广东省广州市维新路,113.2594204,23.1269393
广东省,广州农民运动讲习所旧址,近现代重要史迹及代表性建筑,1926年,广东省广州市中山四路,113.2711198,23.12957867
山西省,华严寺,古建筑,辽、金、清,山西省大同市,113.2880574,40.09135268
广东省,黄花岗七十二烈士墓,近现代重要史迹及代表性建筑,1911年,广东省广州市,113.2927478,23.14213456
山西省,善化寺,古建筑,辽、金,山西省大同市,113.2934814,40.08558816
山西省,佛光寺,古建筑,唐至清,山西省五台县,113.3869547,38.86914522
河南省,郑州商代遗址,古遗址,商,河南省郑州市,113.6709261,34.74697766
河南省,郑韩故城,古遗址,东周,河南省新郑县,113.7467961,34.39743855
湖南省,秋收起义文家市会师旧址,近现代重要史迹及代表性建筑,1927年,湖南省浏阳县,113.9255484,28.04675309
山西省,平型关战役遗址,近现代重要史迹及代表性建筑,1937年,山西省繁峙县,113.9482213,39.34029164
河北省,响堂山石窟,石窟寺及石刻,东魏、北齐至元,河北省邯郸市,114.148739,36.53308453
江西省,井冈山革命遗址,近现代重要史迹及代表性建筑,1927－1929年,江西省宁冈县,114.2424649,26.94207495
湖北省,武昌起义军政府旧址,近现代重要史迹及代表性建筑,1911年,湖北省武汉市,114.3010779,30.54412548
河南省,殷墟,古遗址,殷,河南省安阳市,114.3216078,36.11922519
河南省,祜国寺塔（铁塔）,古建筑,北宋,河南省开封市,114.3650977,34.81679213
河北省,赵邯郸故城,古遗址,战国,河北省邯郸市,114.47033,36.60272584
河北省,广惠寺华塔,古建筑,金,河北省正定县,114.5659301,38.13163354
河北省,隆兴寺,古建筑,宋,河北省正定县,114.576629,38.14431548
河北省,安济桥（大石桥）,古建筑,隋,河北省宁晋县,114.7645523,37.72213686
河北省,赵州陀罗尼经幢,古建筑,北宋,河北省宁晋县,114.7686997,37.74739192
河北省,定县开元寺塔（料敌塔）,古建筑,北宋,河北省定县,114.9966053,38.51038094
河北省,永通桥（小石桥）,古建筑,金,河北省宁晋县,115.0090144,37.60564643
广东省,海丰红宫、红场旧址,近现代重要史迹及代表性建筑,1927－1928年,广东省海丰县中山西路,115.3312547,22.96999873
河北省,清西陵,古墓葬,清,河北省易县,115.3313419,39.35917803
河北省,冉庄地道战遗址,近现代重要史迹及代表性建筑,1942年,河北省保定市,115.3684571,38.67217028
河北省,燕下都遗址,古遗址,战国,河北省易县,115.5252708,39.30564904
河北省,义慈惠石柱,古建筑,北齐,河北省易县,115.6619554,39.31180049
江西省,＂八一＂起义指挥部旧址,近现代重要史迹及代表性建筑,1927年,江西省南昌市,115.8821592,28.68699282
江西省,瑞金革命遗址,近现代重要史迹及代表性建筑,1931－1934年,江西省瑞金县,116.0679126,25.90924138
山东省,嘉祥武氏墓群石刻,古建筑,东汉,山东省济宁市,116.3419549,35.28334506
河北省,封氏墓群,古墓葬,北魏至隋,河北省吴桥县,116.3486167,37.68532154
山东省,孝堂山郭氏墓石祠,古建筑,东汉,山东省肥城县,116.7326853,36.10633598
福建省,古田会议会址,近现代重要史迹及代表性建筑,1929年,福建省上杭县古田村,116.8224354,25.21936694
山东省,曲阜孔庙及孔府,古建筑,金至清,山东省曲阜县,116.9858407,35.59651127
山东省,孔林,古墓葬,东周,山东省曲阜县,116.9886566,35.61289909
山东省,曲阜鲁国故城,古遗址,周至汉,山东省曲阜县,116.9989373,35.60180068
河北省,沧州铁狮子,石窟寺及石刻,后周,河北省沧县,117.0106531,38.20785536
山东省,四门塔,古建筑,东魏,山东省历城县,117.1237089,36.45057193
山东省,城子崖遗址,古遗址,新石器时代,山东省章丘县,117.3528563,36.73403832
天津市,独乐寺,古建筑,辽,河北省蓟县,117.409625,40.051476
河北省,清东陵,古墓葬,清,河北省遵化县,117.6975391,40.12944096
河北省,避暑山庄,古建筑,清,河北省承德市,117.9273329,40.99516773
河北省,普陀宗乘之庙,古建筑,清,河北省承德市,117.9280047,41.01148601
河北省,须弥福寿之庙,古建筑,清,河北省承德市,117.9358424,41.00884612
河北省,普宁寺,古建筑,清,河北省承德市,117.94628,41.01496978
河北省,普乐寺,古建筑,清,河北省承德市,117.9554203,40.99610358
安徽省,新四军军部旧址,近现代重要史迹及代表性建筑,1938－1941年,安徽省泾县,118.2067438,30.64261979
山东省,临淄齐国故城,古遗址,周,山东省益都县,118.2883791,36.84771991
福建省,安平桥（五里桥）,古建筑,南宋,福建省晋江县,118.4398427,24.70959387
福建省,清净寺,古建筑,宋,福建省泉州市,118.5869437,24.90552262
江苏省,明孝陵,古墓葬,明,江苏省南京市,118.8320394,32.04415416
江苏省,中山陵,近现代重要史迹及代表性建筑,1929年,江苏省南京市紫金山,118.8389306,32.07297354
河北省,万里长城－山海关,古建筑,明,河北省秦皇岛市,119.7011062,40.02596987
浙江省,六和塔,古建筑,南宋,浙江省杭州市,120.1295497,30.19865218
浙江省,岳飞墓,古墓葬,南宋,浙江省杭州市,120.2083458,30.25561761
江苏省,苏州云岩寺塔,古建筑,五代,江苏省苏州市,120.5763633,31.33806515
江苏省,留园,古建筑,清,江苏省苏州市,120.588346,31.31745166
江苏省,苏州文庙内宋代石刻,石窟寺及石刻,南宋,江苏省苏州市,120.6189994,31.29734155
江苏省,太平天国忠王府,近现代重要史迹及代表性建筑,1860－1863年,江苏省苏州市东北街,120.6244322,31.32549897
江苏省,拙政园,古建筑,明、清,江苏省苏州市,120.6248616,31.32645816
江苏省,保圣寺罗汉塑像,石窟寺及石刻,北宋,江苏省吴县,120.8674751,31.27166702
辽宁省,中苏友谊纪念塔,近现代重要史迹及代表性建筑,1957年,辽宁省旅大市,121.2290853,38.80861653
辽宁省,奉国寺,古建筑,辽,辽宁省义县,121.2429327,41.54127863
浙江省,保国寺,古建筑,北宋,浙江省宁波市,121.5188837,29.98139292
辽宁省,辽阳壁画墓群,古墓葬,汉至晋,辽宁省辽阳市,123.1679517,41.3176905
辽宁省,沈阳故宫,古建筑,清,辽宁省沈阳市,123.4494632,41.79634498
吉林省,洞沟古墓群,古墓葬,高句丽（公元前37－公元668年）,吉林省辑安县,126.1687115,41.1086474
吉林省,六顶山古墓群,古墓葬,渤海（公元698－926年）,吉林省延边朝鲜族自治州敦化县,128.2181327,43.31550184
黑龙江省,渤海国上京龙泉府遗址,古遗址,渤海（公元698－926年）,黑龙江省宁安县,129.1167444,44.11997089
甘肃省,莫高窟,石窟寺及石刻,北魏至元,甘肃省敦煌县,94.80429808,40.03971472
甘肃省,榆林窟,石窟寺及石刻,北魏至元,甘肃省安西县,95.93264335,40.06110033
云南省,石钟山石窟,石窟寺及石刻,南诏、大理（公元649－1094年）剑川县,云南省大理白族自治州剑川县,99.83998573,26.35892018
宁夏回族自治区,海宝塔,古建筑,清,宁夏回族自治区银川市,106.2771729,38.49076482
广西壮族自治区,金田起义地址,近现代重要史迹及代表性建筑,1851年,广西壮族自治区桂平县金田村,110.0898747,23.58758281
北京市,房山云居寺塔及石经,古建筑,隋、唐、辽、金,北京市房山县,115.7634108,39.60181086
北京市,周口店遗址,古遗址,旧石器时代,北京市房山县,115.9253494,39.68868523
北京市,万里长城－八达岭,古建筑,明,北京市延庆县,115.9707643,40.3609786
北京市,居庸关云台,古建筑,元,北京市昌平县,116.0614747,40.28856579
北京市,十三陵,古墓葬,明,北京市昌平县,116.1894482,40.29397929
北京市,卢沟桥,近现代重要史迹及代表性建筑,,北京市丰台区,116.2104415,39.84861868
北京市,颐和园,古建筑,清,北京市海淀区,116.2507581,39.98431137
北京市,真觉寺金刚宝座（五塔寺塔）,古建筑,明,北京市海淀区,116.3242859,39.94256344
北京市,妙应寺白塔,古建筑,元,北京市西城区,116.3570896,39.92266553
北京市,北海及团城,古建筑,明、清,北京市西城区,116.3856875,39.9319343
北京市,故宫,古建筑,明、清,北京市,116.3896137,39.92186203
北京市,天安门,近现代重要史迹及代表性建筑,,北京市,116.3912896,39.90742898
北京市,人民英雄纪念碑,近现代重要史迹及代表性建筑,1958年,北京市天安门广场,116.3913969,39.90498705
北京市,北京大学红楼,近现代重要史迹及代表性建筑,,北京市东城区沙滩,116.3974427,39.92285634
北京市,天坛,古建筑,明,北京市崇文区,116.4002426,39.87814548
北京市,国子监,古建筑,清,北京市东城区,116.4069906,39.94457873
北京市,雍和宫,古建筑,清,北京市东城区,116.4109106,39.94623087
北京市,智化寺,古建筑,明,北京市东城区,116.4261524,39.91584548
内蒙古自治区,辽中京遗址,古遗址,辽,内蒙古自治区宁城县,118.8929702,41.56294495
内蒙古自治区,辽上京遗址,古遗址,辽,内蒙古自治区巴林左旗,119.3889514,43.96124095
上海市,上海中山故居,近现代重要史迹及代表性建筑,1919年,上海市香山路,121.4622062,31.21794025
上海市,中国社会主义青年团中央机关旧址,近现代重要史迹及代表性建筑,1920－1921年,上海市淮海路渔阳里,121.4636703,31.22202247
上海市,中国共产党第一次全国代表大会会址,近现代重要史迹及代表性建筑,1921年,上海市兴业路,121.4705221,31.22206137
上海市,鲁迅墓,近现代重要史迹及代表性建筑,,上海市虹口公园,121.477067,31.27062698
西藏自治区,古格王国遗址,古遗址,,西藏自治区扎达县,79.67027203,31.46517348
新疆维吾尔自治区,克孜尔千佛洞,石窟寺及石刻,唐至宋,新疆维吾尔自治区拜城县,82.50516971,41.78760743
新疆维吾尔自治区,库木吐喇千佛洞,石窟寺及石刻,唐至宋,新疆维吾尔自治区库车县,82.89633169,41.72812362
西藏自治区,藏王墓,古墓葬,,西藏自治区穷结县,87.30064792,28.5916726
西藏自治区,萨迦寺,古建筑,元,西藏自治区萨迦县,88.01882305,28.90499337
西藏自治区,扎什伦布寺,古建筑,明初至清,西藏自治区日喀则县,88.87051706,29.2671589
新疆维吾尔自治区,雅尔湖故城,古遗址,高昌（公元500－640年）,新疆维吾尔自治区吐鲁番县,89.14423098,42.94720363
新疆维吾尔自治区,高昌故城,古遗址,高昌（公元500－640年）,新疆维吾尔自治区吐鲁番县,89.52960728,42.85603113
西藏自治区,江孜宗山抗英遗址,近现代重要史迹及代表性建筑,1904年,西藏自治区江孜县,89.59895509,28.91830163
西藏自治区,噶丹寺,古建筑,明初至清,西藏自治区拉萨市,91.1038302,29.65918624
西藏自治区,布达拉宫,古建筑,明至民国,西藏自治区拉萨市,91.11738091,29.65690831
西藏自治区,大昭寺,古建筑,,西藏自治区拉萨市,91.13222926,29.65303525
西藏自治区,昌珠寺,古建筑,,西藏自治区乃东县,91.77191954,29.19359698
北京市,延庆古崖居,古遗址,明以前,北京市延庆县,115.7691896,40.46171438
内蒙古自治区,蘑菇山北遗址,古遗址,旧石器时代,内蒙古自治区满洲里市扎赉诺尔区,117.6623637,49.5086345
内蒙古自治区,金斯太洞穴遗址,古遗址,旧石器时代、商,内蒙古自治区锡林郭勒盟东乌珠穆沁旗,116.9675742,45.49642107
内蒙古自治区,辉河水坝遗址,古遗址,新石器时代,内蒙古自治区呼伦贝尔市鄂温克族自治旗,119.4073998,48.89103486
内蒙古自治区,哈克遗址,古遗址,新石器时代,内蒙古自治区呼伦贝尔市海拉尔区,120.0689893,49.18775844
内蒙古自治区,白音长汗遗址,古遗址,新石器时代,内蒙古自治区赤峰市林西县,118.2340673,43.30515529
内蒙古自治区,兴隆沟遗址,古遗址,新石器时代,内蒙古自治区赤峰市敖汉旗,120.6672432,42.37581343
内蒙古自治区,魏家窝铺遗址,古遗址,新石器时代,内蒙古自治区赤峰市红山区,118.9490376,42.13931515
内蒙古自治区,富河沟门遗址,古遗址,新石器时代,内蒙古自治区赤峰市巴林左旗,119.2630858,44.52300797
内蒙古自治区,寨子圪旦遗址,古遗址,新石器时代,内蒙古自治区鄂尔多斯市准格尔旗,111.2336202,39.86326031
内蒙古自治区,草帽山遗址,古遗址,新石器时代,内蒙古自治区赤峰市敖汉旗,119.9157884,42.28881916
内蒙古自治区,马架子遗址,古遗址,新石器时代、夏、商、周,内蒙古自治区赤峰市喀喇沁旗,119.0615119,41.97603051
内蒙古自治区,三座店石城遗址,古遗址,夏至商,内蒙古自治区赤峰市松山区,118.6183203,42.35963814
内蒙古自治区,二道井子遗址,古遗址,夏至商,内蒙古自治区赤峰市红山区,119.0715736,42.16945531
内蒙古自治区,太平庄遗址群,古遗址,夏至商,内蒙古自治区赤峰市松山区,118.6151921,42.11535223
内蒙古自治区,尹家店山城遗址,古遗址,夏至商,内蒙古自治区赤峰市松山区,118.4528783,42.37418762
内蒙古自治区,南山根遗址,古遗址,周,内蒙古自治区赤峰市宁城县,118.774592,41.54012486
内蒙古自治区,奈曼土城子城址,古遗址,战国至秦汉,内蒙古自治区通辽市奈曼旗,120.8198396,42.33302755
内蒙古自治区,云中郡故城,古遗址,战国至隋唐,内蒙古自治区呼和浩特市托克托县,111.3427323,40.52909404
内蒙古自治区,浩特陶海城址,古遗址,辽,内蒙古自治区呼伦贝尔市陈巴尔虎旗,119.6214909,49.31758727
内蒙古自治区,灵安州遗址,古遗址,辽,内蒙古自治区通辽市库伦旗,121.8051995,42.73347725
内蒙古自治区,豫州城遗址及墓地,古遗址,辽,内蒙古自治区通辽市扎鲁特旗,120.9060892,44.55467974
内蒙古自治区,韩州城遗址,古遗址,辽,内蒙古自治区通辽市科左后旗,122.3511088,42.93269315
内蒙古自治区,饶州故城址,古遗址,辽,内蒙古自治区赤峰市林西县,118.0484488,43.61571058
内蒙古自治区,武安州遗址,古遗址,辽、金、元,内蒙古自治区赤峰市敖汉旗,119.9157884,42.28881916
内蒙古自治区,宁昌路遗址,古遗址,辽、金、元,内蒙古自治区赤峰市敖汉旗,119.9157884,42.28881916
内蒙古自治区,吐列毛杜古城遗址,古遗址,金,内蒙古自治区兴安盟科尔沁右翼中旗,121.4704296,45.05881823
内蒙古自治区,四郎城古城,古遗址,金、元、明,内蒙古自治区锡林郭勒盟正蓝旗,115.9860588,42.23961587
内蒙古自治区,燕家梁遗址,古遗址,元,内蒙古自治区包头市九原区,109.9623914,40.59944009
内蒙古自治区,新忽热古城址,古遗址,元、明,内蒙古自治区巴彦淖尔市乌拉特中旗,108.5083634,41.585904
上海市,崧泽遗址,古遗址,新石器时代,上海市青浦县,121.11958,31.15257398
上海市,上海马桥遗址,古遗址,新石器时代至商,上海市闵行区,121.3770781,31.11471701
上海市,广富林遗址,古遗址,新石器时代、东周,上海市松江区,121.1947731,31.0675018
上海市,志丹苑元代水闸遗址,古遗址,元,上海市普陀区,121.4254539,31.26064358
广西壮族自治区,柳城巨猿洞,古遗址,旧石器时代,广西壮族自治区柳州市柳城县,109.2403797,24.65444114
广西壮族自治区,布兵盆地洞穴遗址群,古遗址,旧石器时代,广西壮族自治区百色市田东县,106.9953688,23.58912366
广西壮族自治区,那赖遗址,古遗址,旧石器时代,广西壮族自治区百色市田阳县,106.9118259,23.73853306
广西壮族自治区,晓锦遗址,古遗址,新石器时代,广西壮族自治区桂林市资源县,110.648088,26.04578031
广西壮族自治区,大浪古城遗址,古遗址,汉,广西壮族自治区北海市合浦县,109.2031369,21.66351635
广西壮族自治区,草鞋村遗址,古遗址,汉,广西壮族自治区北海市合浦县,109.1880012,21.66507381
广西壮族自治区,越州故城,古遗址,南朝,广西壮族自治区钦州市浦北县,109.552776,22.27466728
广西壮族自治区,中和窑址,古遗址,宋,广西壮族自治区梧州市藤县,110.9102559,23.37778857
重庆市,天生城遗址,古遗址,南宋至清,重庆市万州区,108.3602091,30.83108376
重庆市,老鼓楼衙署遗址,古遗址,南宋至清,重庆市渝中区,106.5651984,29.55563074
重庆市,重庆冶锌遗址群,古遗址,明至清,重庆市丰都县，石柱土家族自治县,108.109492,30.00173564
西藏自治区,小恩达遗址,古遗址,新石器时代,西藏自治区昌都地区昌都县,97.12796605,31.16066971
西藏自治区,皮央和东嘎遗址,古遗址,宋至明,西藏自治区阿里地区札达县,79.80070163,31.48182035
宁夏回族自治区,页河子遗址,古遗址,新石器时代,宁夏回族自治区固原市隆德县,106.1072393,35.62605489
宁夏回族自治区,固原古城遗址,古遗址,汉至清,宁夏回族自治区固原市原州区,106.2835443,36.00390139
宁夏回族自治区,省嵬城址,古遗址,宋,宁夏回族自治区石嘴山市惠农区,106.7521728,39.09038544
宁夏回族自治区,七营北嘴城址,古遗址,宋至明,宁夏回族自治区中卫市海原县,106.1514967,36.5055458
宁夏回族自治区,柳州城址,古遗址,宋至明,宁夏回族自治区中卫市海原县,105.6104899,36.54128498
宁夏回族自治区,大营城址,古遗址,宋至明,宁夏回族自治区固原市原州区,106.1902054,36.02523755
宁夏回族自治区,兴武营城址,古遗址,明,宁夏回族自治区吴忠市盐池县,107.0404179,38.10811399
新疆维吾尔自治区,骆驼石旧石器遗址,古遗址,旧石器时代,新疆维吾尔自治区塔城地区和布克赛尔蒙古自治县,85.72549212,46.79237843
新疆维吾尔自治区,岳公台-西黑沟遗址群,古遗址,春秋至战国,新疆维吾尔自治区哈密地区巴里坤哈萨克自治县,93.0150668,43.59708641
新疆维吾尔自治区,龟兹故城,古遗址,西汉至宋,新疆维吾尔自治区阿克苏地区库车县,82.94025331,41.71961818
新疆维吾尔自治区,石人子沟遗址群,古遗址,汉,新疆维吾尔自治区哈密地区巴里坤哈萨克自治县,93.24066529,43.52669705
新疆维吾尔自治区,营盘古城及古墓群,古遗址,汉至晋,新疆维吾尔自治区巴音郭楞蒙古自治州尉犁县,86.2588985,41.3426925
新疆维吾尔自治区,喀拉墩遗址,古遗址,汉至南北朝,新疆维吾尔自治区和田地区于田县,81.67473523,36.85746786
新疆维吾尔自治区,乌什喀特古城遗址,古遗址,汉至唐,新疆维吾尔自治区阿克苏地区新和县,82.40581629,41.5232246
新疆维吾尔自治区,石城子遗址,古遗址,东汉,新疆维吾尔自治区昌吉回族自治州奇台县,89.59154578,44.02093872
新疆维吾尔自治区,达玛沟佛寺遗址,古遗址,南北朝,新疆维吾尔自治区和田地区策勒县,81.14597489,36.8322239
新疆维吾尔自治区,克斯勒塔格佛寺遗址,古遗址,唐,新疆维吾尔自治区阿克苏地区柯坪县,79.04493158,40.50773342
新疆维吾尔自治区,兰城遗址,古遗址,唐,新疆维吾尔自治区巴音郭楞蒙古自治州和硕县,86.86153264,42.26719754
新疆维吾尔自治区,唐王城遗址,古遗址,唐,新疆维吾尔自治区阿克苏地区库车县,82.9591706,41.71672956
新疆维吾尔自治区,阿萨古城遗址,古遗址,唐至宋,新疆维吾尔自治区吐鲁番地区鄯善县,90.21128895,42.86722875
新疆维吾尔自治区,达勒特古城遗址,古遗址,唐至元,新疆维吾尔自治区博尔塔拉蒙古自治州博乐市,82.04775863,44.85288209
新疆维吾尔自治区,唐朝墩古城遗址,古遗址,唐至元,新疆维吾尔自治区昌吉回族自治州奇台县,89.59154578,44.02093872
新疆维吾尔自治区,夏塔古城遗址,古遗址,唐至元,新疆维吾尔自治区伊犁哈萨克自治州昭苏县,80.52142866,42.83261203
新疆维吾尔自治区,昌吉州境内烽燧群,古遗址,唐至清,新疆维吾尔自治区昌吉回族自治州,87.30511281,44.00986514
新疆维吾尔自治区,古代吐鲁番盆地军事防御遗址,古遗址,唐至清,新疆维吾尔自治区吐鲁番地区,87.62484172,43.79179145
新疆维吾尔自治区,哈密境内烽燧遗址,古遗址,唐至清,新疆维吾尔自治区哈密地区哈密市、巴里坤哈萨克自治县、伊吾县,94.69585194,43.25332372
新疆维吾尔自治区,柳中古城遗址,古遗址,唐至清,新疆维吾尔自治区吐鲁番地区鄯善县,90.21128895,42.86722875
新疆维吾尔自治区,道尔本厄鲁特森木古城遗址,古遗址,明,新疆维吾尔自治区塔城地区和布克赛尔蒙古自治县,85.72549212,46.79237843
新疆维吾尔自治区,惠远新、老古城遗址,古遗址,清,新疆维吾尔自治区伊犁哈萨克自治州霍城县,80.87187575,44.05269559
新疆维吾尔自治区,阔纳齐兰遗址,古遗址,清,新疆维吾尔自治区阿克苏地区柯坪县,79.04493158,40.50773342
新疆维吾尔自治区,伊犁清代卡伦遗址,古遗址,清,新疆维吾尔自治区伊犁哈萨克自治州霍城县，察布查尔锡伯族自治县,80.87187575,44.05269559
内蒙古自治区,南宝力皋吐古墓地,古墓葬,新石器时代,内蒙古自治区通辽市扎鲁特旗,120.9060892,44.55467974
内蒙古自治区,小黑石沟墓群,古墓葬,西周至战国,内蒙古自治区赤峰市宁城县,118.8714026,41.37389785
内蒙古自治区,团结墓地,古墓葬,东汉,内蒙古自治区呼伦贝尔市海拉尔区,119.7289066,49.21024788
内蒙古自治区,和林格尔东汉壁画墓,古墓葬,东汉,内蒙古自治区呼和浩特市和林格尔县,112.076932,40.23545478
内蒙古自治区,谢尔塔拉墓地,古墓葬,唐至五代,内蒙古自治区呼伦贝尔市海拉尔区,119.7405782,49.21138503
内蒙古自治区,奈林稿辽墓群,古墓葬,辽,内蒙古自治区通辽市库伦旗,121.8621052,42.62532467
内蒙古自治区,耶律祺家族墓,古墓葬,辽,内蒙古自治区赤峰市阿鲁科尔沁旗,120.059346,43.86993965
内蒙古自治区,耶律琮墓,古墓葬,辽,内蒙古自治区赤峰市喀喇沁旗,118.6956438,41.92526073
内蒙古自治区,沙日宝特墓群,古墓葬,辽,内蒙古自治区赤峰市阿鲁科尔沁旗,120.059346,43.86993965
内蒙古自治区,砧子山古墓群,古墓葬,元,内蒙古自治区锡林郭勒盟多伦县,116.272957,42.31580559
内蒙古自治区,恩格尔河墓群,古墓葬,元,内蒙古自治区锡林郭勒盟苏尼特左旗,112.3733229,44.37330476
